transaction_date,symboling,normalized-losses,make,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,horsepower_scaled,make_freq,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,aspiration_std,aspiration_turbo,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,engine-location_front,engine-location_rear,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
2025-03-25,1,125,mitsubishi,four,96.3,0.8284478616049976,0.9083333333333334,51.6,2405,four,122,3.35,3.46,8.5,88.0,5000.0,25,32,8189.0,9.4,low,0,1,0.18691588785046728,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-03-26,1,125,mitsubishi,four,96.3,0.8284478616049976,0.9083333333333334,51.6,2403,four,110,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,medium,0,1,0.3177570093457944,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-03-27,-1,137,mitsubishi,four,96.3,0.8284478616049976,0.9083333333333334,51.6,2403,four,110,3.17,3.46,7.5,116.0,5500.0,23,30,9279.0,10.217391304347826,medium,0,1,0.3177570093457944,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-03-28,1,128,nissan,two,94.5,0.794329649207112,0.8861111111111111,54.5,1889,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,5499.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-03-29,1,128,nissan,two,94.5,0.794329649207112,0.8861111111111111,54.5,2017,four,103,2.99,3.47,21.9,55.0,4800.0,45,50,7099.0,5.222222222222221,low,1,0,0.03271028037383177,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-03-30,1,128,nissan,two,94.5,0.794329649207112,0.8861111111111111,54.5,1918,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,6649.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-03-31,1,122,nissan,four,94.5,0.794329649207112,0.8861111111111111,54.5,1938,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,6849.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-01-04,1,103,nissan,four,94.5,0.8178760211436809,0.8861111111111111,53.5,2024,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,7349.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-02,1,128,nissan,two,94.5,0.794329649207112,0.8861111111111111,54.5,1951,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,7299.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-03-04,1,128,nissan,two,94.5,0.7957712638154734,0.8861111111111111,53.3,2028,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,7799.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-04,1,122,nissan,four,94.5,0.794329649207112,0.8861111111111111,54.5,1971,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,7499.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-04,1,103,nissan,four,94.5,0.8178760211436809,0.8861111111111111,53.5,2037,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,7999.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-06,2,168,nissan,two,95.1,0.7803940413262855,0.8861111111111111,53.3,2008,four,97,3.15,3.29,9.4,69.0,5200.0,31,37,8249.0,7.580645161290323,low,0,1,0.09813084112149532,17,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-07-04,0,106,nissan,four,97.2,0.8332532436328689,0.9055555555555556,54.7,2324,four,120,3.33,3.47,8.5,97.0,5200.0,27,34,8949.0,8.703703703703704,low,0,1,0.22897196261682243,17,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-08,0,106,nissan,four,97.2,0.8332532436328689,0.9055555555555556,54.7,2302,four,120,3.33,3.47,8.5,97.0,5200.0,27,34,9549.0,8.703703703703704,low,0,1,0.22897196261682243,17,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-09-04,0,128,nissan,four,100.4,0.8731379144641999,0.9236111111111112,55.1,3095,six,181,3.43,3.27,9.0,152.0,5200.0,17,22,13499.0,13.823529411764708,medium,0,1,0.48598130841121495,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-04-10,0,108,nissan,four,100.4,0.8870735223450265,0.9236111111111112,56.1,3296,six,181,3.43,3.27,9.0,152.0,5200.0,17,22,14399.0,13.823529411764708,medium,0,1,0.48598130841121495,17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-11-04,0,108,toyota,four,100.4,0.8870735223450265,0.9236111111111112,55.1,3060,six,181,3.43,3.27,9.0,152.0,5200.0,19,25,13499.0,12.36842105263158,medium,0,1,0.48598130841121495,34,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-04-12,3,194,nissan,two,91.3,0.8202787121576165,0.9430555555555556,49.7,3071,six,181,3.43,3.27,9.0,160.0,5200.0,19,25,17199.0,12.36842105263158,high,0,1,0.5233644859813084,17,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-04-13,3,194,nissan,two,91.3,0.8202787121576165,0.9430555555555556,49.7,3139,six,181,3.43,3.27,7.8,200.0,5200.0,17,23,19699.0,13.823529411764708,high,0,1,0.7102803738317757,17,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-04-14,1,231,nissan,two,99.2,0.8577606919750121,0.9430555555555556,49.7,3139,six,181,3.43,3.27,9.0,160.0,5200.0,19,25,18399.0,12.36842105263158,high,0,1,0.5233644859813084,17,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-04-15,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3020,four,120,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,12.36842105263158,low,0,1,0.22897196261682243,10,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-16,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3197,four,152,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,8.392857142857142,low,1,0,0.21962616822429906,10,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-17,0,122,peugot,four,114.2,0.9557904853435848,0.95,58.7,3230,four,120,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,12.36842105263158,low,0,1,0.22897196261682243,10,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-18,0,122,peugot,four,114.2,0.9557904853435848,0.95,58.7,3430,four,152,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,9.4,low,1,0,0.21962616822429906,10,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-19,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3075,four,120,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,12.36842105263158,low,0,1,0.21962616822429906,10,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-20,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3252,four,152,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,8.392857142857142,low,1,0,0.21962616822429906,10,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-21,0,122,toyota,four,114.2,0.9557904853435848,0.95,56.7,3285,four,120,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,12.36842105263158,low,0,1,0.21962616822429906,34,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-22,0,122,peugot,four,114.2,0.9557904853435848,0.95,58.7,3485,four,152,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,9.4,low,1,0,0.21962616822429906,10,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-23,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3075,four,120,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,12.36842105263158,low,0,1,0.22897196261682243,10,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-24,0,161,peugot,four,107.9,0.897164824603556,0.95,56.7,3252,four,152,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,8.392857142857142,low,1,0,0.21962616822429906,10,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-25,0,161,peugot,four,108.0,0.897164824603556,0.9486111111111112,56.0,3130,four,134,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,13.055555555555555,medium,0,1,0.4392523364485981,10,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-04-26,1,119,plymouth,two,93.7,0.7558865929841423,0.8861111111111111,50.8,1918,four,90,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,6.351351351351353,low,0,1,0.09345794392523364,7,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-27,1,119,plymouth,two,93.7,0.7558865929841423,0.8861111111111111,50.8,2128,four,98,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,9.791666666666666,medium,0,1,0.2523364485981308,7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-04-28,1,154,plymouth,four,93.7,0.7558865929841423,0.8861111111111111,50.6,1967,four,90,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,7.580645161290323,low,0,1,0.09345794392523364,7,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-29,1,154,plymouth,four,93.7,0.8039404132628545,0.8861111111111111,50.8,1989,four,90,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,7.580645161290323,low,0,1,0.09345794392523364,7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-30,1,154,plymouth,four,93.7,0.8039404132628545,0.8861111111111111,50.8,2191,four,98,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,7.580645161290323,low,0,1,0.09345794392523364,7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-01-05,-1,74,plymouth,four,103.3,0.8390197020663143,0.8972222222222221,59.8,2535,four,122,3.35,3.46,8.5,95.0,5000.0,24,30,8921.0,9.791666666666666,low,0,1,0.21962616822429906,7,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-02,3,122,plymouth,two,95.9,0.8322921672272945,0.9208333333333332,50.2,2818,four,156,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,12.36842105263158,medium,0,1,0.4532710280373832,7,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-03-05,3,186,porsche,two,94.5,0.8116290245074483,0.9486111111111112,50.2,2778,four,151,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,12.36842105263158,medium,0,1,0.4439252336448598,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-04,3,122,porsche,two,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,six,194,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,13.823529411764708,high,0,1,0.7429906542056075,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2025-05-05,3,122,porsche,two,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,six,194,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,13.823529411764708,high,0,1,0.7429906542056075,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2025-05-06,3,122,porsche,two,89.5,0.8116290245074483,0.9027777777777778,51.6,2800,six,194,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,13.823529411764708,high,0,1,0.7429906542056075,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2025-07-05,0,122,renault,four,96.1,0.8721768380586257,0.9236111111111112,55.2,2579,four,132,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9295.0,10.217391304347826,medium,0,1,0.26287924128723367,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-08,2,122,renault,two,96.1,0.8495915425276309,0.925,50.5,2460,four,132,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9895.0,10.217391304347826,medium,0,1,0.26287924128723367,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-09-05,3,150,saab,two,99.1,0.8966842864007688,0.9236111111111112,56.1,2658,four,121,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,11.190476190476188,medium,0,1,0.2897196261682243,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-10,2,104,saab,four,99.1,0.8966842864007688,0.9236111111111112,56.1,2695,four,121,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,11.190476190476188,medium,0,1,0.2897196261682243,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-11-05,3,150,saab,two,99.1,0.8966842864007688,0.9236111111111112,56.1,2707,four,121,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,11.190476190476188,medium,0,1,0.2897196261682243,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-12,2,104,saab,four,99.1,0.8966842864007688,0.9236111111111112,56.1,2758,four,121,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,11.190476190476188,medium,0,1,0.2897196261682243,6,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-13,3,150,saab,two,99.1,0.8966842864007688,0.9236111111111112,56.1,2808,four,121,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,12.36842105263158,high,0,1,0.5233644859813084,6,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-14,2,104,saab,four,99.1,0.8966842864007688,0.9236111111111112,56.1,2847,four,121,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,12.36842105263158,high,0,1,0.5233644859813084,6,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-15,2,83,subaru,two,93.7,0.7539644401729938,0.8805555555555555,53.7,2050,four,97,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,7.580645161290323,low,0,1,0.09813084112149532,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-16,2,83,subaru,two,93.7,0.758769822200865,0.8833333333333333,53.7,2120,four,108,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,9.038461538461537,low,0,1,0.11682242990654206,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-17,2,83,subaru,two,93.3,0.7558865929841423,0.8861111111111111,55.7,2240,four,108,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,9.038461538461537,low,0,1,0.11682242990654206,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-18,0,102,subaru,four,97.2,0.8265257087938491,0.9083333333333334,52.5,2145,four,108,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,7.34375,low,0,1,0.1588785046728972,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-19,0,102,subaru,four,97.2,0.8265257087938491,0.9083333333333334,52.5,2190,four,108,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,8.392857142857142,low,0,1,0.1588785046728972,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-20,0,102,subaru,four,97.2,0.8265257087938491,0.9083333333333334,52.5,2340,four,108,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,9.038461538461537,low,0,1,0.21495327102803738,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
,0,102,subaru,four,97.0,0.8265257087938491,0.9083333333333334,54.3,2385,four,108,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,9.791666666666666,low,0,1,0.1588785046728972,12,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-22,0,102,subaru,four,97.0,0.8265257087938491,0.9083333333333334,54.3,2510,four,108,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,9.791666666666666,medium,0,1,0.29439252336448596,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-23,0,89,subaru,four,97.0,0.8337337818356559,0.9083333333333334,53.0,2290,four,108,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,8.392857142857142,low,0,1,0.1588785046728972,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-24,0,89,subaru,four,97.0,0.8337337818356559,0.9083333333333334,53.0,2455,four,108,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,9.4,low,0,1,0.21495327102803738,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-25,0,85,subaru,four,96.9,0.8342143200384431,0.9083333333333334,54.9,2420,four,108,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,10.217391304347826,low,0,1,0.1588785046728972,12,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-26,0,85,subaru,four,96.9,0.8342143200384431,0.9083333333333334,54.9,2650,four,108,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,10.217391304347826,medium,0,1,0.29439252336448596,12,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2025-05-27,1,87,toyota,two,95.7,0.762614127823162,0.8833333333333333,54.5,1985,four,92,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,6.7142857142857135,low,0,1,0.06542056074766354,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-28,1,87,toyota,two,95.7,0.762614127823162,0.8833333333333333,54.5,2040,four,92,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,7.580645161290323,low,0,1,0.06542056074766354,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-29,1,74,toyota,four,95.7,0.762614127823162,0.8833333333333333,54.5,2015,four,92,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,7.580645161290323,low,0,1,0.06542056074766354,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-30,0,77,toyota,four,95.7,0.8154733301297453,0.8833333333333333,59.1,2280,four,92,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,7.580645161290323,low,0,1,0.06542056074766354,34,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-05-31,0,81,toyota,four,95.7,0.8154733301297453,0.8833333333333333,59.1,2290,four,92,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,8.703703703703704,low,0,1,0.06542056074766354,34,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-06-01,0,91,toyota,four,95.7,0.8154733301297453,0.8833333333333333,59.1,3110,four,92,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,8.703703703703704,low,0,1,0.06542056074766354,34,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-02-06,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,53.0,2081,four,98,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,7.833333333333332,low,0,1,0.102803738317757,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-06-03,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,52.8,2109,four,98,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,7.833333333333332,low,0,1,0.102803738317757,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-04-06,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,53.0,2275,four,110,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,6.911764705882352,low,1,0,0.037383177570093455,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-06-05,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,52.8,2275,four,110,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,6.184210526315789,low,1,0,0.037383177570093455,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-06-06,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,53.0,2094,four,98,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,6.184210526315789,low,0,1,0.102803738317757,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-06-07,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,52.8,2122,four,98,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,8.392857142857142,low,0,1,0.102803738317757,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-08-06,0,91,toyota,four,95.7,0.7991350312349833,0.8944444444444445,52.8,2140,four,98,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,8.392857142857142,low,0,1,0.102803738317757,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-06-09,1,168,toyota,two,94.5,0.810667948101874,0.8888888888888888,52.6,2169,four,98,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,8.103448275862071,low,0,1,0.102803738317757,34,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-10-06,1,168,toyota,two,94.5,0.810667948101874,0.8888888888888888,52.6,2204,four,98,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,8.103448275862071,low,0,1,0.102803738317757,34,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2025-06-11,1,168,toyota,two,94.5,0.810667948101874,0.8888888888888888,52.6,2265,four,98,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,9.038461538461537,medium,0,1,0.29906542056074764,34,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-12-06,1,168,toyota,two,94.5,0.810667948101874,0.8888888888888888,52.6,2300,four,98,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,9.038461538461537,medium,0,1,0.29906542056074764,34,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-13,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,52.0,2540,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,9.791666666666666,medium,0,1,0.3177570093457944,34,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-14,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,52.0,2536,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,9.791666666666666,medium,0,1,0.3177570093457944,34,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-15,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,52.0,2551,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,9.791666666666666,medium,0,1,0.3177570093457944,34,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-16,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,52.0,2679,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,9.791666666666666,medium,0,1,0.3177570093457944,34,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-17,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,52.0,2714,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,9.791666666666666,medium,0,1,0.3177570093457944,34,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
